DataSource,StationID,Year,StationID_Trend,LongitudeDD,LatitudeDD,stratum,designweight,weightcategory,station,state,status,comment,set,Basin,SubBasin,BayShed,BayPanel,EcoRegion,BioRegion,Panel,BioPanel,Order,BasinSize,StreamSizeCat,StreamSizeCatPhase,AREA_SQ_MILES,IR2008,IR2010,IR2012,IR2014,IR2016,IR2018,IR2020,DO,pH,SpCond,TN,TP,TDS,NH4,NO3,TKN,Ortho-P,Turb,TSS,Na,K,Cl,Sf,70331VFine,SSCCOARSE,SSCFINE,SSCTOTAL,LRBS,Slope,FN_PCT,SA_PCT,SA_FN_PCT,LSUB_DMM,BL_CB_GR_Embed_PCT,Embed_PCT,TotHab,TotTaxa,EPTTax,VEphem,VPTHydropsychidae,VScrap,VChiro,V2Dom,HBI,VHapto,EPTInd,VSCIVCPMI,MetalCCU,ARSENICppm,BERYLLIUMppm,CADMIUMppm,CHROMIUMppm,COPPERppm,LEADppm,MANGppm,NICKELppm,SILVERppm,ZINCppm,ANTIMONYppm,ALUMINUMppm,SELENIUMppm,IRONppm,MERCURYppm,THALLIUMppm,CALCIUM,MAGNESIUM,ARSENIC,BARIUM,BERYLLIUM,CADMIUM,CHROMIUM,COPPER,IRON,LEAD,MANGANESE,THALLIUM,NICKEL,SILVER,ZINC,ANTIMONY,ALUMINUM,SELENIUM,HARDNESS,MERCURY,Hg-C,YearSampled,NLCD,totalArea_sqMile,PWater,N_INDEX,PFOR,PWETL,PSHRB,PNG,PBAR,PTotBAR,U_INDEX,PURB,PMBAR,PAGT,PAGP,PAGC,S,H,Hprime,C,RNAT1,RFOR1,RWETL1,RSHRB1,RNG1,RBAR1,RTotBAR1,RHUM1,RURB1,RMBAR1,RAGT1,RAGP1,RAGC1,RNAT30,RFOR30,RWETL30,RSHRB30,RNG30,RBAR30,RTotBAR30,RHUM30,RURB30,RMBAR30,RAGT30,RAGP30,RAGC30,RNAT120,RFOR120,RWETL120,RSHRB120,RNG120,RBAR120,RTotBAR120,RHUM120,RURB120,RMBAR120,RAGT120,RAGP120,RAGC120,sqMileImp,wshdImpPCT,MunMajor,MunMinor,IndMajor,IndMinor,damcount,STRMLEN,STRMDENS,ELEVMIN,ELEVMAX,ELEVMEAN,ELEVSD,ELEVRANGE,SLPMIN,SLPMAX,SLPMEAN,SLPSD,SLPRANGE,wshdRain_mmyr,siteRain_mmyr,wshdRain_inyr,siteRain_inyr,wshdPOP2000,POPDENS2000,wshdPOP2010,POPDENS2010,POPCHG2000_2010,RDLEN,RDLEN120,STXRD_CNT,RDDENS,pctRoadLengthInRiparian,STXRD
State ProbMon,9-CPL009.78,2005,9-CPL009.78,-81.051064,36.832649,1,315.8764,4,249,VA,TS,Target,1,New,New,NonBay,NonBayPhase1,Blue Ridge Mountains,Mountain,Phase1,Phase2,4,4,Large,Phase1Large,107.2833094,2008,2010,2012,1,1,1,1,11.33,8.425,237.85,0.97,0.01,129,0.04,1.1,0.1,0.05,3.4,3,1.21,1.39,4.07,3.81,NA,NA,NA,NA,-0.316,0.266666667,19.355,18.28,37.634,0.962,23.462,43.275,142,12.5,7,40.995,7.5,55.42,3.135,51.025,3.99,96.335,57,70.24,0.2558,5.47,5,1,15,9.06,65.6,893,15.3,1,181,5,7270,1,34400,0.1,5,22.4,12.3,0.1,23.4,0.1,0.1,0.1,0.2,50,0.1,6.8,0.1,0.1,0.1,2.3,0.5,2.9,0.5,107,1.5,U,2005,2006,107.2833094,0.004210513,63.04368245,62.83250904,0.027854161,0.241294765,0.15352177,0.057651635,2.967763667,36.68295811,3.185414784,2.910112032,33.49754333,33.10305068,0.394492649,14,1.075897294,0.407682426,0.56683774,60.55469954,60.24653313,0.770416025,0.462249615,0.30816641,0,4.006163328,38.21263482,4.314329738,4.006163328,33.89830508,33.43605547,0.462249615,58.96012687,58.65994563,0.339827821,0.164250113,0.16991391,0.130267331,5.952650657,40.5357952,6.451064794,5.822383326,34.0847304,33.68826461,0.396465791,55.37850205,55.16710819,0.121752161,0.242166386,0.157876428,0.053517433,6.933183485,44.25757941,7.525889058,6.879666051,36.73169035,36.08546734,0.646223007,0.236332784,0.220277829,0,0,0,1,3,258875.2309,0.931661479,638,1311,839.5127242,114.0523477,673,0,45.23384857,12.92794439,7.201672095,45.23384857,34722.77,964.94,1367.038927,37.98978429,3157.995744,11.36525489,2219.649672,7.988257851,-29.71334186,717059.0913,345438.4727,351,5.136584752,48.17433833,1.355865522
State ProbMon,9-ELK013.81,2005,9-ELK013.81,-81.164599,36.710784,1,315.8764,4,250,VA,TS,Target,1,New,New,NonBay,NonBayPhase1,Blue Ridge Mountains,Mountain,Phase1,Phase2,4,3,Medium,Phase1Medium,32.3182853,2008,2010,2012,1,1,1,1,9.72,7.535,92.4,1.2,0.05,59,0.04,1.15,0.3,0.05,10.4,13,NA,NA,NA,NA,NA,NA,NA,NA,-1.534,0.204166667,31.429,40.952,72.381,-0.548,58.824,87.273,80,9,4,18.68,12.1,13.16,30.195,65.135,5.095,65.095,48,42.825,0.5997,5,5,1,8.9,5,6.36,237,5,1,29.52,5,5550,1,8420,0.1,5,5.3,2.1,0.11,25.4,0.1,0.1,0.1,0.22,114,0.1,23.1,0.1,0.18,0.1,1,0.5,8,0.5,22,1.5,U,2005,2006,32.3182853,0.18817002,52.96609714,52.33277062,0.03118246,0.521499769,0.588165719,0.045160805,4.287050677,46.29305061,4.516080472,4.241889872,41.77697014,41.45761874,0.319351405,13,1.071859956,0.417887376,0.580608288,51.78571429,50.44642857,0,1.339285714,0.446428571,0.892857143,6.696428571,45.53571429,7.142857143,5.803571429,38.39285714,37.94642857,0.446428571,49.20571882,48.57029388,0.397140588,0.774424146,0.436854647,0.198570294,5.976965846,48.37172359,6.294678316,5.778395552,42.07704527,41.64019063,0.436854647,48.04123711,47.51640112,0.173383318,0.440487348,0.426429241,0.098406748,8.223992502,50.08903468,8.687910028,8.125585754,41.40112465,40.6841612,0.716963449,0.086761803,0.268470232,0,0,0,0,0,74163.61097,0.886017619,768,1409,941.9123738,115.7892607,641,0,46.13114548,10.62325529,6.584077884,46.13114548,9470.33,931.69,372.8478391,36.68072847,738.3969344,8.821478421,634.920672,7.585268499,-14.01363652,306746.3183,118579.3158,131,6.173302393,38.65712763,1.76636491
State ProbMon,9-LFK005.39,2005,9-LFK005.39,-81.171301,37.243087,1,947.6292,2,251,VA,TS,Target,1,New,New,NonBay,NonBayPhase1,Central Appalachian Ridges and Valleys,Mountain,Phase1,Phase2,2,2,Small,Phase1Small,7.080296135,2008,2010,2012,1,1,1,1,8.815,7.59,45.75,0.15,0.01,20,0.4,0.9,0.1,0.05,7.2,7,1,0.5,0.82,2.65,NA,NA,NA,NA,-0.819,0.666666667,10.476,22.857,33.333,0.65,34.722,55.818,155,15.5,7.5,43.885,7.45,22.29,16.135,50.525,4.06,79.215,57.5,64.635,1.155,5,5,1,5,5,6.59,109,5.2,1,21.5,5,1970,1,7230,0.1,5,1.9,0.5,0.1,17.3,0.1,0.1,0.1,0.2,89,0.1,8.8,0.1,1.2,0.1,14.1,0.5,14.2,0.5,7,1.5,U,2005,2006,7.080296135,0,92.17331567,81.26502772,0.029442073,0,10.74635654,0.1619314,3.562490799,7.797242259,4.362333775,3.400559399,3.434908484,3.434908484,0,11,0.871694423,0.36352481,0.381125269,90.90909091,72.72727273,0,0,18.18181818,0,4.545454545,9.090909091,4.545454545,4.545454545,4.545454545,4.545454545,0,71.74825175,59.3006993,0.13986014,0,12.44755245,0,13.98601399,28.11188811,18.04195804,13.98601399,10.06993007,10.06993007,0,74.18367347,60.30612245,0.204081633,0,13.70748299,0.170068027,12.5170068,25.6122449,15.10204082,12.34693878,10.51020408,10.51020408,0,0.039784359,0.561803818,0,0,0,0,0,10526.72466,0.574039322,688,1252,892.2067493,130.9187932,564,0,41.11174011,14.38280727,6.734914656,41.11174011,2118.76,978.64,83.41579308,38.52915466,122.8488254,6.699145147,87.96287531,4.796757863,-28.39746329,43930.91047,14914.53015,18,5.6437466,33.94996824,1.709933581
State ProbMon,9-LRV004.89,2005,9-LRV004.89,-80.544056,37.049322,1,140.3895,5,252,VA,TS,Target,1,New,New,NonBay,NonBayPhase1,Central Appalachian Ridges and Valleys,Mountain,Phase1,Phase2,5,4,Large,Phase1Large,317.7368409,2008,2010,2012,1,1,1,1,9.765,7.745,90.585,0.58,0.01,52,0.04,0.35,0.2,0.05,1,3,2.05,1.12,3.65,2.25,NA,NA,NA,NA,-0.675,0.28,10.476,32.381,42.857,0.73,30.87,58.364,160.5,13,8,18.16,8.75,30.965,9.035,60.985,4.75,89.67,52.5,58.82,0.4308,5,5,1,29.4,13.6,14.5,429,13.4,1,67.9,5,14100,1,21000,0.1,5,7.02,3.35,0.1,13.8,0.1,0.1,0.1,0.4,90,0.1,8.7,0.1,0.1,0.1,1,0.5,4.1,0.5,45,1.5,NULL,2005,2006,317.7368409,0.017389079,60.59459714,60.09381353,0.16579776,0.380263067,0.46633354,0.019795115,4.966605313,38.8566079,5.494730234,4.946810198,33.36187767,33.21423455,0.147643124,15,1.210087662,0.446848312,0.612917454,59.95423341,59.61098398,1.71624714,0.57208238,0.28604119,0,3.546910755,37.75743707,4.004576659,3.546910755,33.75286041,33.63844394,0.114416476,61.95586396,61.60689071,1.603663211,0.252148304,0.266268609,0.006051559,4.905797394,36.15403236,5.307217493,4.899745835,30.84681486,30.78024771,0.066567152,58.95211541,58.48999879,0.780700691,0.288519821,0.400048491,0.011152867,7.163534974,39.94859983,7.770153958,7.152382107,32.17844587,31.96314705,0.215298824,1.335999017,0.420475586,0,1,0,0,4,730889.4925,0.888145146,544,1081,762.2054659,71.60870276,537,0,72.22933197,9.272504496,5.273589148,72.22933197,94688.92,947.49,3727.912249,37.30277605,13038.72773,15.84409527,14512.5483,17.63501797,11.30340781,3113667.877,956268.483,970,5.152666419,30.71196161,1.327150014
State ProbMon,1ACRM009.86,2006,1ACRM009.86,-77.83834621,38.8877519,1,947.6292,2,253,VA,TS,Target,1,Potomac-Shenandoah,Potomac,Bay,BayPhase1,Northern Piedmont,Piedmont,Phase1,Phase2,2,2,Small,Phase1Small,2.163460662,2008,2010,2012,1,1,1,1,10.3,7.4,114.9,0.47,3.50E-02,80,0.04,0.05,0.2,0.05,6.6,19,10,1.74,11.8,9.38,NA,NA,NA,NA,-1.069,0.346666667,16.19,46.667,62.857,-2.90E-02,45.294,83.091,125.5,15,7.5,22.595,24.55,31.25,4.33,48.56,3.825,86.06,62,70.44,0.5829,5,5,1,15.6,11.4,22,600,6.53,1,70.5,5,13200,1,23400,0.1,5,8.4,2.9,0.1,18.9,0.1,0.1,0.1,0.5,172,0.1,68,0.1,0.2,0.1,2.1,0.5,3.5,0.5,33,1.5,U,2006,2006,2.163460662,0,17.08647521,17.08647521,0,0,0,0,7.781164768,82.91352479,9.465746831,7.781164768,73.44777796,73.44777796,0,8,0.901812631,0.433680203,0.434134428,15.78947368,15.78947368,0,0,0,0,0,84.21052632,0,0,84.21052632,84.21052632,0,13.84083045,13.84083045,0,0,0,0,2.76816609,86.15916955,2.76816609,2.76816609,83.39100346,83.39100346,0,9.786898185,9.786898185,0,0,0,0,6.471981058,90.21310182,6.787687451,6.471981058,83.42541436,83.42541436,0,0.023389687,1.079897321,0,0,0,0,0,4217.468798,0.752666657,149,224,187.095584,13.05196481,75,0,14.16053677,3.760235344,2.264178956,14.16053677,1048.01,1046.07,41.2602585,41.18388051,70.04360361,12.50026674,216.0793043,38.56239259,208.4925578,25542.95301,3891.819612,9,3.394926483,15.23637307,2.133981407
State ProbMon,1AGOO036.47,2006,1AGOO036.47,-77.86691869,38.93869439,1,315.8764,4,254,VA,TS,Target,1,Potomac-Shenandoah,Potomac,Bay,BayPhase1,Northern Piedmont,Piedmont,Phase1,Phase2,4,4,Large,Phase1Large,79.42283557,2008,2010,2012,1,1,1,1,12.6,7.7,165.5,0.73,1.50E-02,94,0.04,0.58,0.3,0.05,1.9,3,10.4,1.87,16.7,9.39,NA,NA,NA,NA,-0.177,0.1,5.769,29.808,35.577,0.894,69.063,78,125,13,6.5,50.505,13.35,24.825,0.915,50.045,3.82,93.7,71,68.535,0.455,5,5,1,14.6,11.9,12.5,254,5.88,1,46.3,5,7290,1,23200,0.1,5,10.8,3.8,0.1,19.9,0.1,0.1,0.1,0.5,174,0.1,45,0.1,0.1,0.1,1,0.5,2.5,0.5,43,1.5,U,2006,2006,79.42283557,0.154431033,54.46428181,54.37897288,0.053810247,0,0.080934111,0,5.09228676,45.33185173,6.126055971,5.09228676,39.20579576,38.70269182,0.503103933,13,1.114500108,0.434511545,0.593164024,56.01092896,56.01092896,0.273224044,0,0,0,3.825136612,42.07650273,4.371584699,3.825136612,37.70491803,37.43169399,0.273224044,52.61640998,52.61640998,0.279203819,0,0,0,7.106187517,46.05061695,7.88075295,7.106187517,38.169864,37.93569306,0.234170945,45.74694704,45.74694704,0.234113007,0,0,0,8.177082235,53.51696792,9.326556008,8.177082235,44.19041191,43.81498745,0.375424462,0.447159655,0.562960176,0,0,0,0,6,162636.5654,0.790628759,114,672,250.0564873,105.5477358,558,0,34.02638626,8.066384189,5.228017326,34.02638626,23673.19,1029.61,932.0158576,40.53584866,2667.912186,12.96958095,2644.310282,12.85484449,-0.884658182,649433.2708,180023.1738,237,4.218390635,27.72004175,1.457236873
State ProbMon,1ALOE001.99,2006,1ALOE001.99,-77.25797373,38.82031556,1,947.6292,2,255,VA,TS,Target,1,Potomac-Shenandoah,Potomac,Bay,BayPhase1,Piedmont,Piedmont,Phase1,Phase2,2,2,Small,Phase1Small,2.367797822,2008,2010,2012,1,1,1,1,7.9,7.35,156.5,0.88,0.04,102,0.04,0.67,0.4,0.05,1.6,3,13,2,22.8,2.4,NA,NA,NA,NA,-0.623,0.861111111,2.913,14.563,17.476,1.202,44.651,55.926,105,7.5,2.5,3.855,NA,1.99,28.605,88.345,5.87,67.975,65,27,0.6913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.21,4.22,0.4,16.5,0.1,0.1,0.1,0.8,136,0.1,27.5,0.1,1.1,0.1,1.9,0.5,3.1,0.5,39,3.2,NULL,2006,2006,2.367797822,0,30.06746847,30.06746847,0.938691698,0.161337636,0,0,40.70108536,68.8325022,68.8325022,40.70108536,0,0,0,8,1.290436772,0.62056891,0.686215788,57.14285714,57.14285714,33.33333333,0,0,0,9.523809524,9.523809524,9.523809524,9.523809524,0,0,0,61.55844156,61.55844156,7.792207792,0.25974026,0,0,24.15584416,30.38961039,30.38961039,24.15584416,0,0,0,43.64303178,43.64303178,5.134474328,0.305623472,0,0,31.35696822,50.91687042,50.91687042,31.35696822,0,0,0,0.300865523,12.69903197,0,0,0,0,0,5582.757562,0.910340687,79,140,111.6479321,11.70901399,61,0,15.91736698,3.788843436,2.007120262,15.91736698,1064.18,1063.46,41.89687302,41.86852655,7196.734613,1173.520479,7831.326042,1276.998803,8.817768934,58800.48478,10121.81184,9,6.881605516,17.2138238,1.612106544
State ProbMon,1AXGU000.18,2006,1AXGU000.18,-77.79316403,39.01434325,1,3790.5166,1,256,VA,TS,Target,1,Potomac-Shenandoah,Potomac,Bay,BayPhase1,Northern Piedmont,Piedmont,Phase1,Phase2,1,1,Small,Phase1Small,0.935803483,2008,2010,2012,1,1,1,1,9.3,7.25,438.5,0.92,0.175,154,0.04,0.63,0.4,0.05,22.6,35,18.7,2.16,37,15.7,NA,NA,NA,NA,-0.972,0.653333333,20,31.429,51.429,0.218,51.316,83.182,132.5,14.5,7,17.02,45,15.84,4.915,53.245,3.59,89.63,75.5,67.83,0.3825,5,5,1,20.7,22.7,21.8,1000,11.6,1,64.8,5,13200,1,28800,0.1,5,19.2,7.04,0.2,34.5,0.1,0.1,0.1,0.7,50,0.1,60.8,0.1,0.5,0.1,1,0.5,3.7,0.5,78,1.5,U,2006,2006,0.935803483,0.81511671,30.52982586,30.52982586,0,0,0,0,8.89218229,68.65505743,10.8929233,8.89218229,57.76213412,57.76213412,0,8,1.231495972,0.592224377,0.60179027,50,50,0,0,0,0,0,50,0,0,50,50,0,34.21052632,34.21052632,0,0,0,0,1.754385965,60.52631579,1.754385965,1.754385965,58.77192982,58.77192982,0,30.70707071,30.70707071,0,0,0,0,2.222222222,67.47474747,2.222222222,2.222222222,65.25252525,65.25252525,0,0.010390011,1.10781771,0,1,0,0,0,1657.689458,0.683940497,118,164,147.3943567,10.35627156,46,0,12.12303066,3.289891893,1.948379741,12.12303066,3067.49,1029.37,120.767388,40.52639984,36.6002031,15.10075424,72.41215312,29.8762858,97.84631503,13075.92842,1411.006871,3,3.185846087,10.79087332,1.80974789
State ProbMon,2-APP080.58,2006,2-APP080.58,-78.09343289,37.45096379,1,140.3895,5,257,VA,TS,Target,1,James,James,Bay,BayPhase1,Piedmont,Piedmont,Phase1,Phase2,5,4,Large,Phase1Large,635.6406009,2008,2010,2012,1,1,1,1,11.35,7.2,98.5,0.38,2.50E-02,72,0.04,0.23,0.2,0.05,4.2,4,3.41,1.37,5.39,5.93,NA,NA,NA,NA,-1.609,NA,26.667,73.333,100,-0.901,NA,100,143,19.5,10.5,22.48,9.45,26.74,36.815,53.62,4.9,54.49,43,62.505,0.4825,5,5,1,5.54,5,5,343,5,1,13.1,5,1780,1,4140,0.1,5,7.74,3.31,0.1,12.3,0.1,0.1,0.1,0.4,145,0.1,12.6,0.1,0.1,0.1,1,0.5,1.1,0.5,35,1.5,U,2006,2006,635.6406009,0.870524036,69.16139627,65.52885538,3.887673754,3.747725152,3.319405896,0.272681104,3.187329403,22.37313468,3.837871732,2.9146483,18.53526295,18.10907572,0.426187226,15,1.651943604,0.610012179,0.709354027,54.19227932,52.61863782,32.94811901,1.180231129,1.180231129,0.073764446,0.860585198,5.901155643,1.008114089,0.786820752,4.893041554,4.79468896,0.098352594,58.61433087,57.10787183,28.1914686,1.309370487,1.188385435,0.094641533,0.836162822,7.355696054,1.054716466,0.741521289,6.300979589,6.17901885,0.121960738,64.44168532,62.06242992,17.51347155,2.611233935,2.09961004,0.145724286,1.348063138,12.38996908,1.650633969,1.202338852,10.73933512,10.54344717,0.195887942,3.524027569,0.554399826,1,1,0,2,70,1498926.307,0.910475899,63,302,148.063612,37.4074602,239,0,31.29141808,4.425425054,2.634654216,31.29141808,190438.92,1073.47,7497.599324,42.26262125,28848.5658,17.52315891,33359.6132,20.26325354,15.63699018,5815079.23,614558.2474,961,1.550083394,10.56835553,0.641125581
State ProbMon,2-APP095.21,2006,2-APP095.21,-78.23963362,37.37696825,1,140.3895,5,258,VA,TS,Target,1,James,James,Bay,BayPhase1,Piedmont,Piedmont,Phase1,Phase2,5,4,Large,Phase1Large,528.5633422,2008,2010,2012,1,1,1,1,9.9,7.4,101,0.42,0.05,75,0.04,0.17,0.2,0.05,5.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,16,10,16.54,7.1,7.87,63.78,69.29,5.24,33.86,32,47.04,0.6414,5,5,1,22.8,15,10.2,323,7.7,1,37.1,5,13300,1,16400,0.1,5,8.5,3.5,0.2,15.6,0.1,0.1,0.1,0.9,275,0.1,72,0.1,0.3,0.1,1,0.5,2.6,0.5,36,1.5,U,2006,2006,528.5633422,0.914404651,69.00004536,65.79690079,3.501744462,3.285716446,2.915852288,0.259746407,3.307411286,23.32563495,4.08132541,3.047664879,19.24430954,18.84972641,0.394583127,15,1.627245658,0.600891984,0.70078902,55.70527523,54.12844037,30.64793578,1.060779817,1.232798165,0.114678899,1.032110092,6.508027523,1.146788991,0.917431193,5.361238532,5.275229358,0.086009174,60.10610018,58.71107926,25.66514875,1.235523913,1.130348351,0.106331338,0.925776103,8.219874714,1.188137121,0.819444765,7.031737593,6.906913849,0.124823744,65.07811513,62.89121396,15.78320733,2.374495739,1.923247482,0.151311953,1.470924185,13.52427845,1.839394322,1.319612233,11.68488412,11.50535236,0.179531766,3.219701026,0.60913458,1,1,0,2,60,1265373.206,0.924317969,69,302,154.6838812,36.88494763,233,0,31.29141808,4.446823604,2.66597095,31.29141808,159102.15,1084.63,6263.867556,42.70199156,25761.575,18.81807404,29737.15431,21.72211798,15.43220593,4933109.183,547378.6126,848,1.634741246,11.09601658,0.670158018
State ProbMon,2AXQS001.07,2006,2AXQS001.07,-79.7736135,37.71675207,1,947.6292,2,259,VA,TS,Target,1,James,James,Bay,BayPhase1,Central Appalachian Ridges and Valleys,Mountain,Phase1,Phase2,2,2,Small,Phase1Small,1.274316378,2008,2010,2012,1,1,1,1,11.55,6.45,34.25,0.1,0.01,28,0.04,0.05,0.1,0.05,1.9,3,2.47,1.14,0.5,4.85,NA,NA,NA,NA,1.221,1.713333333,0,3.81,3.81,2.751,18.684,11.909,198,17.5,11.5,30.44,31.2,25.57,5.585,33.775,3.08,88.715,70.5,81.825,0.6095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,2.1,0.1,12.3,0.1,0.1,0.1,0.2,50,0.1,0.8,0.1,0.3,0.1,1,0.5,7.7,0.5,10,1.5,U,2006,2006,1.274316378,0,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0.823166988,0.749278883,0.468211658,100,100,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4959.886606,1.502776117,346,639,447.5441792,61.88487314,293,0.355126977,34.15130997,12.2928165,6.685652854,33.79618299,1985.58,972.81,78.17248316,38.29962698,16.87311848,5.112318383,0,0,-100,6953.562446,190.8422204,0,0.143975351,2.744524434,0
State ProbMon,2-BCC001.90,2006,2-BCC001.90,-79.9057917,38.04965682,1,947.6292,2,260,VA,TS,Target,1,James,James,Bay,BayPhase1,Central Appalachian Ridges and Valleys,Mountain,Phase1,Phase2,2,4,Large,Phase1Large,139.1345503,2008,2010,2012,1,1,1,1,12.35,8.05,117.5,0.42,0.01,66,0.04,0.39,0.1,0.05,1.4,3,3.61,1.09,1.87,7.49,NA,NA,NA,NA,0.662,0.39625,0,5.714,5.714,2.182,10.227,17.273,189,16.5,8.5,37.64,8.1,59.47,9.55,43.42,4.19,89.96,53,74.255,0.3847,8.6,5,1,10.6,13.8,12.4,208,18.5,1,52.4,5,6380,1,22300,0.1,5,13.3,2.3,0.2,16.4,0.1,0.1,0.2,0.2,50,0.1,1.1,0.1,0.1,0.1,1,0.5,1.8,0.5,43,3.1,NULL,2006,2006,139.1345503,0.808492039,89.66968467,89.38120512,0.132875429,0.024726819,0.079675304,0.122135498,3.218732438,9.450889791,3.270184202,3.09659694,6.180705589,5.959163284,0.221542304,15,0.601520442,0.222123076,0.242035721,63.63636364,61.36363636,2.597402597,0,0.324675325,0,4.87012987,28.24675325,6.818181818,4.87012987,21.42857143,20.45454545,0.974025974,66.84504697,65.38232846,2.271375907,0,0.178380307,0.083244143,7.920085623,26.24568914,8.978475443,7.836841479,17.2672137,16.36342015,0.903793555,64.27650472,62.88460411,1.705444529,0,0.143585536,0.164097755,11.03264373,30.72437438,11.83848092,10.86854598,18.88589345,17.83683995,1.049053508,0.224552805,0.161401186,0,0,0,1,4,124879.6234,0.346542411,504,1378,864.6756878,162.4649919,874,0,52.9381752,18.83667064,8.380071238,52.9381752,41884.94,1060.91,1649.014276,41.76813279,820.3357097,2.276441163,316.2188857,0.877511096,-61.45250268,438036.0104,95101.44073,50,3.095975802,21.71087273,0.400385577
State ProbMon,2-NBS001.56,2006,2-NBS001.56,-78.66682657,37.23021655,1,947.6292,2,261,VA,TS,Target,1,James,James,Bay,BayPhase1,Piedmont,Piedmont,Phase1,Phase2,2,2,Small,Phase1Small,3.22266221,2008,2010,2012,1,1,1,1,10.6,6.85,53.8,0.24,1.50E-02,52,0.04,0.12,0.1,0.05,3.2,3,NA,NA,NA,NA,NA,NA,NA,NA,-1.059,0.46,0.952,71.429,72.381,8.00E-03,29,87.091,128.5,15.5,7.5,38.1,3.85,30.635,16.51,73.88,4.25,74.245,51.5,58.765,0.5689,5,5,1,14.3,6.06,5.6,107,5,1,26.1,5,4260,1,9730,0.1,5,4.8,1.8,0.1,17,0.1,0.1,0.1,0.2,155,0.1,24,0.1,0.2,0.1,1,0.5,4,0.5,19,1.5,U,2006,2006,3.22266221,0.226512782,67.33901413,65.1170316,0.312803365,4.422392406,2.060187682,0.161794844,2.966238809,27.69927732,3.494768633,2.804443965,24.20450868,23.34160285,0.862905835,13,1.375024361,0.53608246,0.622522361,93.33333333,93.33333333,6.666666667,0,0,0,0,0,0,0,0,0,0,85.40145985,85.15815085,4.866180049,2.676399027,0.243309002,0,0.729927007,7.055961071,0.97323601,0.729927007,6.082725061,6.082725061,0,81.2642369,79.89749431,1.993166287,6.378132118,1.138952164,0.227790433,1.25284738,10.36446469,1.195899772,1.025056948,9.16856492,9.16856492,0,0.013812807,0.428756337,0,0,0,0,1,6036.544627,0.723225001,160,237,198.641561,13.54837639,77,0,13.86579418,3.525210023,1.847931011,13.86579418,1091.91,1091.91,42.98860589,42.98860589,88.1938954,10.56631468,156.4059876,18.73865391,77.34332621,35613.65844,3105.400817,4,1.961328175,8.719690572,0.662630735
State ProbMon,2-PLP002.24,2006,2-PLP002.24,-78.86268296,37.38757735,1,947.6292,2,262,VA,TS,Target,1,James,James,Bay,BayPhase1,Piedmont,Piedmont,Phase1,Phase2,2,2,Small,Phase1Small,3.000583317,2008,2010,2012,1,1,1,1,10.55,7.2,88,0.35,0.01,70,0.04,0.27,0.1,0.05,2.6,3,NA,NA,NA,NA,NA,NA,NA,NA,-0.751,0.666666667,0,46.667,46.667,0.481,71.786,80.182,100,12.5,7,18.12,2.2,28.045,40.71,60.64,5.035,56.26,31,49.975,0.5161,5,5,1,19.6,12.1,5.83,285,5.88,1,36,5,6020,1,18800,0.1,5,7.7,3.5,0.1,20.5,0.1,0.1,0.1,0.4,170,0.1,34,0.1,0.2,0.1,1,0.5,2.9,0.5,34,2,NULL,2006,2006,3.000583317,0,43.2642187,42.69662921,0.648673694,0.7876752,0.243252635,0.324336847,5.39789181,55.29943241,11.31703927,5.073554964,43.98239314,42.97463223,1.007760917,13,1.427393569,0.556499708,0.663434426,37.5,37.5,0,0,0,0,6.25,62.5,6.25,6.25,56.25,56.25,0,52.69607843,52.69607843,4.656862745,2.205882353,0,0,1.470588235,40.44117647,1.470588235,1.470588235,38.97058824,38.97058824,0,47.11593375,47.11593375,3.883495146,1.541976014,0,0,2.5128498,47.45859509,4.854368932,2.5128498,42.60422616,42.60422616,0,0.099872676,3.3292019,0,0,0,0,0,6003.773744,0.77253547,195,298,240.3472339,18.80660763,103,0,15.0617857,4.649176183,2.431129101,15.0617857,1087.14,1085.13,42.80081051,42.72167661,227.9675446,29.33371937,353.8979246,45.53780857,55.24048622,43108.27323,2800.124007,5,1.777171398,6.495560588,0.832809532
